feed_onestop_id,feed_url,operator_country,operator_state,operator_metro,operator_name,operator_onestop_id
f-gcw-greater~manchester,http://odata.tfgm.com/opendata/downloads/TfGMgtfs.zip#gtdf-out,GB,"GB-HAM, GB-CHE, GB-LAN, GB-WGN, GB-MAN, GB-CLD, GB-LCE, GB-CHW, GB-SHN, GB-SKP, GB-KIR, GB-OLD, GB-BBD, GB-BOL","Manchester, Burnley, Merseyside, Sale, Preston, West Yorkshire, Buxton, Northwich, St. Helens, Leigh, , Rossendale, Stockport, Holmfirth, Oldham, Blackburn with Darwen, Bolton, Wigan","Transdev Burnley & Pendle, Bullock Coaches, First West Yorkshire, Cumfy Bus, Elite Services, Easy Bus, First, Stagecoach, Stagecoach in Lancashire, Go Goodwins, Diamond, Yorkshire Tiger, High Peak Buses, Howards Travel Group, HTL Buses, Jim Stones Coaches, Transdev Lancashire United, Metrolink, M Travel Mini Buses, Arriva North West, Preston Bus, Rosso, Selwyn's Travel, South Pennine Community Transport, Stott's of Oldham, Travel Assist Services, Tyrers, UK Coachways Limited, Wigan Buses, Manchester Community Transport, Wigan Coachways","o-gcw-burnley~pendletravel, o-gcw2j-bullockcoaches, o-gcw9-firstyorkshirewest, o-gcw0-cumfybus, o-gcqr-eliteservices, o-gcq-easybus, o-gcw2-first, o-gcw-stagecoach, o-gcw1-stagecoachinlancashire, o-gcqr-gogoodwins, o-gcw0-diamond, o-gcw9-yorkshiretiger, o-gcq-highpeakbuses, o-gcqr-howardstravelgroup, o-gcw0-htlbuses, o-gcw0-jimstonescoaches, o-gcw3-lancashireunited, o-gcw2-metrolink, o-gcw2-mtravelminibuses, o-gcw-arrivanorthwest, o-gcw0-prestonbus, o-gcw3-rosso, o-gcqrx-selwynstravel, o-gcw8-southpenninect, o-gcw2-stottsofoldham, o-gcw3-travelassistservices, o-gcw0-rstyrer~sons, o-gcw0-ukcoachwayslimited, o-gcw0s-wiganbuses, o-gcw2-manchestercommunitytra, o-gcw0-wigancoachways"
f-dphg-centralohiotransitauthority,http://www.cota.com/COTA/media/COTAContent/OpenGTFSData.zip,US,US-OH,Columbus,Central Ohio Transit Authority,o-dphg-centralohiotransitauthority
f-f244-sto,http://www.contenu.sto.ca/GTFS/GTFS.zip,CA,CA-QC,Gatineau,SociÃ©tÃ© de Transport de l'Outaouais,o-f244-sto
f-9q9y-escalon~ca~us,http://data.trilliumtransit.com/gtfs/escalon-ca-us/escalon-ca-us.zip,US,US-CA,Modesto,eTrans,o-9q9y-etrans
f-spz-consorziopisanotrasporti,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/a883b230-8fbc-48e0-864f-50f8159890f7/download/cpt.gtfs,IT,IT-52,,Consorzio Pisano Trasporti,o-spz-consorziopisanotrasporti
f-gc6k-robertryan,http://www.transportforireland.ie/transitData/google_transit_rryan.zip,IE,IE-M,Templemore,Robert Ryan,o-gc6k-robertryan
f-u2hy-biokomnonprofitkft,http://mobilitas.biokom.hu/gtfs,HU,HU-BA,PÃ©cs,BIOKOM Nonprofit Kft.,o-u2hy-biokomnonprofitkft
f-9qh1-norwalktransitsystem,http://data.trilliumtransit.com/gtfs/nts-ca-us/nts-ca-us.zip,US,US-CA,Norwalk,Norwalk Transit System,o-9qh1-norwalktransitsystem
f-u20-actvspa,http://actv.avmspa.it/sites/default/files/attachments/opendata/automobilistico/actv_aut.zip,IT,IT-34,Venice,Azienda Veneziana della MobilitÃ ,o-u20-actvspa
f-9r88-rogue~valley~transportation~district,http://www.rvtd.org/Files/google_transit.zip,US,US-OR,Medford,Rogue Valley Transportation District,o-9r88-rogue~valley~transportation~district
f-s-busdeletang,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=ETANG,FR,FR-13,Vitrolles,Bus de l'etang,o-s-busdeletang
f-srb-tperspa,http://www.boologna.it/gtfs/gommagtfsbo.zip,IT,IT-45,Bologna,Trasporto Passeggeri Emilia-Romagna,o-srb-tperspa
f-ud9-helsinginseudunliikenne,http://dev.hsl.fi/gtfs/hsl.zip,FI,FI-18,Helsinki,Helsingin seudun liikenne,o-ud9-helsinginseudunliikenne
f-dp8d-jts~wi~us,http://data.trilliumtransit.com/gtfs/jts-wi-us/jts-wi-us.zip,US,US-WI,Janesville,Janesville Transit System,o-dp8d-janesvilletransitsystem
f-63tn-abatemolinaltda~sotratalsa~taxutalsa,http://datos.gob.cl/dataset/22fa7b82-50ec-4c85-aa89-709a8e0dd268/resource/f4526a2f-dd8e-4943-ab12-be997ce04fbb/download/talca1sep16.zip,CL,CL-ML,Talca,"Abate Molina, Sotratal, Taxutal","o-63tn-abatemolinaltda, o-63tn3-sotratalsa, o-63tn-taxutalsa"
f-u0nkbh2-aziendavaresinatrasporti,http://www.avtvarese.it/google_transit.zip,IT,IT-25,,Azienda Varesina Trasporti,o-u0nkbh2-aziendavaresinatrasporti
f-ezzx-tbc,http://data.bordeaux-metropole.fr/files.php?gid=67&format=14,FR,FR-B,Bordeaux,Transports Bordeaux MÃ©tropole,o-ezzx-tbc
f-spey-leslignesdelagglo,http://tsvc.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=AGGLOBUS,FR,FR-13,Aubagne,Les lignes de l'agglo,o-spey-leslignesdelagglo
f-gc1y3-paradisecoaches,http://www.transportforireland.ie/transitData/google_transit_paradise.zip,IE,IE-M,Bandon,Paradise Coaches,o-gc1y3-paradisecoaches
f-9y69-embark,http://embarkok.com/data/gtfs/google_transit.zip,US,US-OK,Oklahoma City,Embark,o-9y69-embark
f-9q8zr-tidelinewatertaxi~ca~us,http://trilliumtransit.com/transit_feeds/tidelinewatertaxi-ca-us/tidelinewatertaxi-ca-us.zip,US,US-CA,San Francisco Bay Area,Tideline Water Taxi,o-9q8zr-tidelinewatertaxi
f-9whp-abqride,http://data.cabq.gov/transit/gtfs/google_transit.zip,US,US-NM,Albuquerque,ABQ RIDE,o-9whp-abqride
f-c3x2-strathconacountytransit,http://webpub2.strathcona.ab.ca/GTFS/Google_Transit.zip,CA,CA-AB,Edmonton,Strathcona County Transit,o-c3x2-strathconacountytransit
f-9q5c-culvercitybus,http://www.culvercity.org/home/showdocument?id=5747,US,US-CA,Culver City,Culver CityBus,o-9q5c-culvercitybus
f-66jc-transantiago~metrodesantiago,http://datos.gob.cl/dataset/5e8bb1f8-f0a5-4719-a877-38543545505b/resource/28cd894d-a3f0-4cdc-8e8e-317e1cac6c88/download/gtfsv33tc.zip,"US, CL","US-CA, CL-RM",", Santiago","MetroTren Nos, Transantiago, Metro de Santiago","o-66j9-metrotrennos, o-66jc-transantiago, o-66jc-metrodesantiago"
f-c26-linktransit~wa~us,http://data.trilliumtransit.com/gtfs/linktransit-wa-us/linktransit-wa-us.zip,US,US-WA,Wenatchee,Link Transit,o-c26-linktransit
f-9x0-uta,https://gtfsfeed.rideuta.com/GTFS.zip,US,US-UT,Salt Lake City,Utah Transit Authority,o-9x0-utahtransitauthority
f-dn4m-huntsvilleshuttle,http://maps.hsvcity.com/GoogleTransit/google_transit.zip,US,US-AL,Huntsville,Huntsville Shuttle,o-dn4m-huntsvilleshuttle
f-bfpu-theride,http://jfact0ry.com/theRIDE/transit_feed.zip,US,US-AK,Sitka,The RIDE,o-bfpu-theride
f-c28-jeffersontransitauthority,http://mjcaction.com/MJC_GTFS_Public/jefferson_google_transit.zip,US,US-WA,Port Townsend,Jefferson Transit Authority,o-c28-jeffersontransitauthority
f-9myr-paloverdevalley~ca~us,http://data.trilliumtransit.com/gtfs/paloverde_valley-ca-us/paloverde_valley-ca-us.zip,US,US-CA,Los Angeles,Palo Verde Valley Transit Agency,o-9myr-paloverdevalleytransitagency
f-c2-appleline~goldline~dungenessline~grapeline,https://business.wsdot.wa.gov/Transit/csv_files/InterCityBus/WSDOT_GTFS_Intercity.zip,US,US-WA,", Spokane, Seattle, Richland","Apple Line, Gold Line, Dungeness Line, Grape Line","o-c2d-appleline, o-c2s-goldline, o-c22-dungenessline, o-c25w-grapeline"
f-u2wc-mvkzrt,http://siri.ktikmk.hu/gtfs-static/mvkzrt.zip,HU,HU-BZ,Miskolc,Miskolc VÃ¡rosi KÃ¶zlekedÃ©si,o-u2wc-mvkzrt
f-9r-peoplemover~or~us,http://oregon-gtfs.com/gtfs_data/peoplemover-or-us/peoplemover-or-us.zip,US,US-OR,John Day,People Mover,o-9r-peoplemover
f-dnru-durham~area~transit~authority~nc~us,http://data.trilliumtransit.com/gtfs/durham-area-transit-authority-nc-us/durham-area-transit-authority-nc-us.zip,US,US-NC,Research Triangle,GoDurham,o-dnru-godurham
f-6d6-marchiquitasrl,http://marchiquita.tk/mar.zip,AR,AR-X,CÃ_rdoba,Mar Chiquita,o-6d6-marchiquitasrl
f-9r8m-umpquatransit~or~us,http://oregon-gtfs.com/gtfs_data/umpquatransit-or-us/umpquatransit-or-us.zip,US,US-OR,Roseburg,U-Trans,o-9r8m-u~trans
f-drm-thegreaterattleborotauntonregionaltransitauthority,http://data.trilliumtransit.com/gtfs/gatra-ma-us/gatra-ma-us.zip,US,US-MA,,Greater Attleboro Taunton Regional Transit Authority,o-drm-thegreaterattleborotauntonregionaltransitauthority
f-dnr-tta~regionalbus~nc~us,http://data.trilliumtransit.com/gtfs/tta-regionalbus-nc-us/tta-regionalbus-nc-us.zip,US,US-NC,Research Triangle,GoTriangle,o-dnr-gotriangle
f-bew-fairbanksnorthstarborough~macstransit,http://www.co.fairbanks.ak.us/transportation/MACSDocuments/GTFS.zip,US,US-AK,Fairbanks,Fairbanks North Star Borough Department of Transportation,o-bew-fairbanksnorthstarborough~macstransit
f-dngb-lextran,http://nextinsight.com/gtfs/lextran-us-gtfs.zip,US,US-KY,Lexington,LexTran,o-dngb-lextran
f-r1r-ptv~4,http://data.ptv.vic.gov.au/downloads/gtfs.zip#4/google_transit.zip,AU,AU-VIC,,Public Transport Victoria,o-r1-ptv
f-drt6-lowellregionaltransitauthority,http://data.trilliumtransit.com/gtfs/lowell-ma-us/lowell-ma-us.zip,US,US-MA,Lowell,Lowell Regional Transit Authority,o-drt6-lowellregionaltransitauthority
f-r1-ptv~10,http://data.ptv.vic.gov.au/downloads/gtfs.zip#10/google_transit.zip,AU,AU-VIC,,Public Transport Victoria,o-r1-ptv
f-u0tk-cts,http://opendata.cts-strasbourg.fr/fichiers/gtfs/google_transit.zip,FR,FR-A,Strasbourg,Compagnie des Transports Strasbourgeois,o-u0tk-cts
f-r1r-ptv,http://data.ptv.vic.gov.au/downloads/gtfs.zip#2/google_transit.zip,AU,AU-VIC,,Public Transport Victoria,o-r1-ptv
f-9q9hu-cityofpaloaltoshuttle,http://mjcaction.com/MJC_GTFS_Public/cityofpaloalto_google_transit.zip,US,US-CA,Palo Alto,City of Palo Alto Shuttle,o-9q9hu-cityofpaloaltoshuttle
f-dr5r7-nycdotsiferry,http://www.nyc.gov/html/dot/downloads/misc/siferry-gtfs.zip,US,US-NY,New York City,New York City Department of Transportation,o-dr5r7-nycdot
f-c215-gorgewet~wa~us,http://data.trilliumtransit.com/gtfs/gorgewet-wa-us/gorgewet-wa-us.zip,US,US-WA,Portland,Skamania County Public Transit (Gorge WET Bus),o-c215-skamaniacountypublictransitgorgewetbus
f-u0j-atap,http://www.magellanoprogetti.it/atap/google_transit.zip,IT,IT-21,Biella,Azienda Trasporti Automobilistici Pubblici delle Province di Biella e Vercelli,o-u0j-atapspa
f-9qd-mercedthebus~ca~us,http://data.trilliumtransit.com/gtfs/mercedthebus-ca-us/mercedthebus-ca-us.zip,US,US-CA,Merced County,The Bus,o-9qd-thebus
f-9xj-transfortcityoffortcollins,http://www.ridetransfort.com/img/site_specific/uploads/google_transit.zip,US,US-CO,Fort Collins,Transfort â€“ City of Fort Collins,o-9xj-transfortcityoffortcollins
f-9q5b4-pvpta~ca~us,http://data.trilliumtransit.com/gtfs/pvpta-ca-us/pvpta-ca-us.zip,US,US-CA,Los Angeles,Palos Verdes Peninsula Transit Authority,o-9q5b4-palosverdespeninsulatransitauthority
f-drmu1-patriotpartyboats~ma~us,http://data.trilliumtransit.com/gtfs/patriotpartyboats-ma-us/patriotpartyboats-ma-us.zip,US,US-MA,Cape Cod,Patriot Party Boats,o-drmu1-patriotpartyboats
f-u1-delijn,http://gtfs.irail.be/de-lijn/de_lijn-gtfs.zip,BE,BE-VLG,,De Lijn,o-u1-delijn
f-eyck-carris,http://www.transporlis.pt/Portals/0/OpenData/gtfs/zip/1/gtfs_1.zip,PT,PT-11,Lisbon,Carris,o-eyck-carris
f-dnzft-hdpt,https://www.harrisonburgva.gov/sites/default/files/Transit/google_transit.zip,US,US-VA,Harrisonburg,Harrisonburg Department of Public Transportation,o-dnzft-hdpt
f-dr41-ceciltransit,http://mdtrip.org/googletransit/Cecil/google_transit.zip,US,US-MD,Elkton,Cecil Transit,o-dr41-ceciltransit
f-kzf-nairobi~saccos,http://www.s-e-w.net/nairobi/2017_Jan.zip,KE,KE-30,Nairobi,Approved SACCOs of Nairobi as mapped by University of Nairobi C4D Lab,o-kzf-nairobi~saccos
f-drt0-metrowestregionaltransitauthority,http://www.massdot.state.ma.us/Portals/0/docs/developers/mwrta_google_transit.zip,US,US-MA,Boston,MetroWest Regional Transit Authority,o-drt0-metrowestregionaltransitauthority
f-drt-baystatecruisecompany~ma~us,http://data.trilliumtransit.com/gtfs/baystatecruisecompany-ma-us/baystatecruisecompany-ma-us.zip,US,US-MA,Boston,Bay State Cruise Company,o-drt-baystatecruisecompany
f-ezjm-empresamunicipaldetransportes,https://servicios.emtmadrid.es:8443/gtfs/transitemt.zip,ES,ES-MD,Madrid,Empresa Municipal de Transportes,o-ezjm-empresamunicipaldetransportes
f-c290-everetttransit,http://developer.onebusaway.org/tmp/sound/gtfs/modified/97_gtfs.zip,US,US-WA,Everett,Everett Transit,o-c290-everetttransit
f-r1r2-ptv~7,http://data.ptv.vic.gov.au/downloads/gtfs.zip#7/google_transit.zip,AU,AU-VIC,,Public Transport Victoria,o-r1-ptv
f-9q7m-portervilletransit,http://demopro.nationalrtap.org/admin/GTFSzipFiles/526/google_transit.zip,US,US-CA,Porterville,Porterville Transit,o-9q7m-portervilletransit
f-9t9e-cityofsierravista,http://demopro.nationalrtap.org/admin/GTFSzipFiles/3746/google_transit.zip,US,US-AZ,Sierra Vista,City of Sierra Vista,o-9t9e-cityofsierravista
f-9px-currypublictransit,http://mjcaction.com/MJC_GTFS_Public/curry_google_transit.zip,US,US-OR,Brookings,Curry Public Transit,o-9px-currypublictransit
f-dnwg-bt4u,http://www.bt4u.org/gtfs/google_transit.zip,US,US-VA,Blacksburg,Blacksburg Transit,o-dnwg-blacksburgtransit
f-ued-oulunjoukkoliikenne,http://www.transitdata.fi/oulu/google_transit.zip,FI,FI-14,,Oulun joukkoliikenne,o-ued-oulunjoukkoliikenne
f-r1r-ptv~8,http://data.ptv.vic.gov.au/downloads/gtfs.zip#8/google_transit.zip,AU,AU-VIC,,Public Transport Victoria,o-r1-ptv
f-drm-dattco,http://www.massdot.state.ma.us/Portals/0/docs/developers/dattco_google_transit.zip,US,US-MA,Boston,DATTCO,o-drm-dattco
f-f25f-citchambly~richelieu~carignan,http://www.amt.qc.ca/xdata/citcrc/google_transit.zip,CA,CA-QC,Montreal,CIT Chambly-Richelieu-Carignan,o-f25f-citchambly~richelieu~carignan
f-c2qft-udash~mt~us,http://data.trilliumtransit.com/gtfs/missoula-mt-us/missoula-mt-us.zip,US,US-MT,Missoula,University of Montana,o-c2qft-udash~universityofmontana
f-r7s6-qconnect~duffys~stewarts,https://gtfsrt.api.translink.com.au/GTFS/bundaberg.zip,AU,AU-QLD,Bundaberg City,Duffy's Buses and Stewarts & Sons Coaches,o-r7s6-qconnect~duffys~stewarts
f-u0n-trenord,https://www.dati.lombardia.it/download/3z4k-mxz9/application%2Fzip,IT,IT-25,Milan,Trenord,o-u0n-trenord
f-9q5c-cityofcommercemunicipalbuslines,http://citycommbus.com/gtfs,US,US-CA,Commerce,City of Commerce Municipal Bus Lines,o-9q5c-cityofcommercemunicipalbuslines
f-dr7cc-norwalktransit,http://rfshared.s3.amazonaws.com/gtfs/norwalk_gtfs.zip,US,US-CT,Norwalk,Norwalk Transit District,o-dr7cc-norwalktransit
f-c20dz-washingtonparkshuttle~or~us,http://oregon-gtfs.com/gtfs_data/washingtonparkshuttle-or-us/washingtonparkshuttle-or-us.zip,US,US-OR,Portland,Washington Park Shuttle,o-c20dz-washingtonparkshuttle
f-9r0-redding~ca~us,http://data.trilliumtransit.com/gtfs/redding-ca-us/redding-ca-us.zip,US,US-CA,Redding,Redding Area Bus Authority,o-9r0-reddingareabusauthority
f-9vg3-startransit~tx~us,http://data.trilliumtransit.com/gtfs/startransit-tx-us/startransit-tx-us.zip,US,US-TX,Dallas,STAR Transit,o-9vg3-startransit
f-c20w-rivercitiestransit~wa~us,http://data.trilliumtransit.com/gtfs/rivercitiestransit-wa-us/rivercitiestransit-wa-us.zip,US,US-WA,Longview,RiverCities Transit,o-c20w-rivercitiestransit
f-ezp8-emtvalencia,https://opendata.vlci.valencia.es:8443/dataset/4645f8bf-28d7-4420-bab2-d5c5e7de2a5a/resource/11591648-a984-4d64-89e3-3730f3123403/download/googletransit.zip,ES,ES-VC,ValÃ¨ncia,EMT Valencia,o-ezp8-emtvalencia
f-dp9-milwaukeecountytransitsystem,http://kamino.mcts.org/gtfs/google_transit.zip,US,US-WI,Milwaukee,Milwaukee County Transit System,o-dp9-milwaukeecountytransitsystem
f-w5q6u-chiangmai,http://119.59.103.163/CM/WhiteBus/whitebus_transit.zip,TH,TH-50,Chiang Mai,Minicipality of Chiang Mai,o-w5q6u-chiangmai
f-u2m-bkk,http://www.bkk.hu/gtfs/budapest_gtfs.zip,HU,HU-BU,,Budapesti KÃ¶zlekedÃ©si KÃ¶zpont,o-u2m-bkk
f-djn-votran,http://www.votran.org/core/fileparse.php/6120/urlt/google_transit_3.zip,US,US-FL,Daytona Beach,Votran,o-djn-votran
f-9q9j-dumbartonexpress,http://api.511.org/transit/datafeeds?api_key=e74ef98b-6e66-4d18-92be-e06755664137&operator_id=DE,US,US-CA,San Francisco Bay Area,Dumbarton Express,o-9q9j-dumbartonexpress
f-eyckr-metrodelisboa,http://www.transporlis.pt/Portals/0/OpenData/gtfs/zip/2/gtfs_2.zip,PT,PT-11,Lisbon,Metro de Lisboa,o-eyckr-metrodelisboa
f-9rbm-albanytransit~or~us,http://oregon-gtfs.com/gtfs_data/albanytransit-or-us/albanytransit-or-us.zip,US,US-OR,Albany,"Albany Transit System, Linn-Benton Loop","o-9rbmy-albanytransitsystem, o-9rbm-linn~bentonloop"
f-gce7n-halpennytransport,http://www.transportforireland.ie/transitData/google_transit_halpenny.zip,IE,IE-L,Dundalk,Halpenny Transport,o-gce7n-halpennytransport
f-dru8-advancetransit,http://whereismybus.advancetransit.com/GTFS/feed.zip,US,US-VT,Lebanon,Advance Transit,o-dru8-advancetransit
f-9q8v-commuteorgshuttle,http://www.commute.org/files/gtfs/Masterzip.zip,US,US-CA,San Francisco Bay Area,Commute.org Shuttles of San Mateo County,o-9q8v-commuteorgshuttle
